Pole Number,Number of Locations,Location 1,Location 2,Location 3,Action Needed
LAW.P.C521,2,60 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C522,2,58 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C523,3,54 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,56 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C524,3,54 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,53 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C525,4,48 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,48 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,50 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C526,3,44 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,46 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,46 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C527,4,42 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,42 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,40 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C528,3,40 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,36 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,38 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C529,4,34 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,34 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,32 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C530,2,30 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,32 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C533,3,50 LETSATSI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,48 LETSATSI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,26 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C534,2,24 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,26 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C535,3,22 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,22 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C536,2,5 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,11 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C537,3,5 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,9 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,53 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C540,3,49 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,47 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,51 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C541,3,39 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,41 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C544,2,25 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,23 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C545,2,29 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C546,4,31 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,35 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,29 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C547,3,25 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,23 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C548,4,29 LETSATSI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 LETSATSI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,21 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C549,3,25 LETSATSI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,35 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C553,4,22 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,26 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8563 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C554,4,23 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8566 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C555,3,22 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8569 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,17 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C556,2,10 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,57 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C558,2,57 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,59 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C559,2,10 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,59 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C560,4,71 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,69 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,67 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C561,3,81 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,75 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,77 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C565,2,91 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8618 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C566,4,12 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,30 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,14 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C567,5,32 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,34 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,16 AMEMONE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C568,4,22 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,26 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C569,3,14 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,16 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C570,3,12 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C571,2,6 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C572,3,63 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,28 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,26 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C574,2,71 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,18 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C575,3,12 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,16 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,79 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C576,2,8 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,85 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C579,3,4 MATLA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,147 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8623 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C580,2,125 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8029 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C581,4,125 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8029 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C582,4,127 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8028 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,129 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C583,3,5 SIYAPHAMBILI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,131 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,7 SIYAPHAMBILI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C584,4,8025 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,7 SIYAPHAMBILI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,9 SIYAPHAMBILI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C585,4,8017 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,135 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,13 SIYAPHAMBILI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C587,2,15 SIYAPHAMBILI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8018 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C588,5,90 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,88 MAHLANGU STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,137 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C590,3,8038 THIRD AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,67 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,1 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C591,2,65 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8037 THIRD AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C592,2,65 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8037 THIRD AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C593,4,8036 THIRD AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,63 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,58 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C594,3,54 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8033 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,56 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C595,4,8033 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,57 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C596,4,8031 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,51 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,53 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C597,3,8047 THIRD AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,62 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,64 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C599,5,8042 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,7 MATHE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C600,2,66 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8045 THIRD AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C603,4,49 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,53 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,52 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C604,4,50 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8058 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,48 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C605,5,44 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,46 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,43 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C606,4,41 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8066 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,42 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C609,5,39 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,38 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8146 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C610,3,34 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8148 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,35 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C611,3,30 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,32 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,31 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C612,2,8138 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,28 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C614,2,23 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8135 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C615,5,8133 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,17 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C618,2,16 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,14 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C621,4,11 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,10 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,9 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C622,4,7 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,6 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8162 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C623,4,6 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C626,3,55 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,57 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8201 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C627,3,57 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8202 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,59 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C628,2,63 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C629,2,8206 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,67 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C630,2,8208 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,69 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C631,3,73 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,75 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8211 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C632,2,77 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8212 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C633,2,8213 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,79 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C635,2,152 WALTER ROAD LAWLEY LENASIA 1824 GT 79800121 JHB,87 ZANDILE CLOSE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C637,2,101 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,99 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C638,3,95 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,113 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,97 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C640,2,87 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,89 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C642,3,75 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,79 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,81 SHILOWA STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C644,3,80 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,7 SEKUKUNE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,78 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C645,4,84 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,82 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,86 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C646,3,90 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,88 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,92 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C648,3,96 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,98 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,94 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C650,3,100 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 NGUNGUNYANE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,102 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C654,2,7819 THIRD AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,"TSAKANE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB [-26.38452090015047, 27.810704486465582]",,Verify correct location
LAW.P.C656,4,47 LETSATSI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,3 NGUNGUNYANE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,123 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C657,6,43 LETSATSI STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,119 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,121 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C659,4,159 RAMODIKE STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8107 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,4 LAWLEY X3 LINE 1 STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C663,3,29 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8072 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,27 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C664,2,31 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8074 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C665,3,8076 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,33 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,18 LAWLEY X3 LINE 1 STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C667,3,20 LAWLEY X3 LINE 1 STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8077 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C668,2,8078 FOURTH AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,37 AMOGELANG STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C669,3,8078 FOURTH AVENUE LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,8098 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 LAWLEY X3 LINE 1 STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C670,2,8095 LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,24 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,,Verify correct location
LAW.P.C671,5,26 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,24 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,20 LAWLEY X3 LINE 1 STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C673,4,34 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,28 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,32 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
LAW.P.C675,4,36 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,40 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,38 TITO STREET LAWLEY ESTATE LENASIA 1824 GT 79800121 JHB,Verify correct location
